profile_image_url_https,screen_name,name,full_text,note_tweet_text,tweeted_at,tweet_url
"https://pbs.twimg.com/profile_images/1305731523220447232/pHNSeMC-_normal.jpg","gYo26REX60KkxRq","あむ","平本のストーリー見たけど、想像以上だった…ありゃヤバイだろ
冗談抜きで","","2024-12-31T16:11:51.000Z","https://x.com/gYo26REX60KkxRq/status/1874126329282712010"
"https://pbs.twimg.com/profile_images/1861225297179475968/uFWhxSl5_normal.jpg","hide_321Zilch","ショーン🌸🐍","以前付き合いのあった親日アメリカ人

「第二次世界大戦でアメリカが原爆を落としたのは最低の行いだった。でもパールハーバーが全ての始まりだ、日本がしたことも許される行いではないよ。」

親日アメリカ人の歴史認識は大体こういう感じ","以前付き合いのあった親日アメリカ人

「第二次世界大戦でアメリカが原爆を落としたのは最低の行いだった。でもパールハーバーが全ての始まりだ、日本がしたことも許される行いではないよ。」

親日アメリカ人の歴史認識は大体こういう感じ

真珠湾攻撃の前にアメリカが何度も日本に対して挑発行為をしていたこと、アメリカが日本に先制攻撃を仕掛けるつもりだったこと、原爆が投下される前に日本はポツダム宣言を受諾し連合国軍と降伏文書に調印していたこと

この辺をやはり知らない人が多いんだと思う","2024-12-31T08:55:27.000Z","https://x.com/hide_321Zilch/status/1874016505756610842"
"https://pbs.twimg.com/profile_images/677446288409911296/sTQBNMOJ_normal.png","satetu4401","砂鉄","能力採用はほんまクソゴミで、コミュ力採用が絶対正義だし、なんなら「恋人がいるか」「結婚しているか」は最重要項目になる

なぜなら、モテない奴は、中国の接待で美男美女を並べられると「これが本来自分が受けるべき待遇だ！中国の方が正しい世界なんだ！」ってなるから（続く","","2025-01-01T02:27:47.000Z","https://x.com/satetu4401/status/1874281334056857754"
"https://pbs.twimg.com/profile_images/1871363778111225856/jA-f2PMi_normal.jpg","kanna_seto0510","瀬戸 環奈　Kanna seto","2024年セトカンを見つけてくれて応援してくれてありがとうございました❣️

良いお年をお迎えください🫶 https://t.co/pwy5st1gKw","","2024-12-31T10:12:40.000Z","https://x.com/kanna_seto0510/status/1874035937702985990"
"https://pbs.twimg.com/profile_images/1669206571023470593/KQJtqLwG_normal.jpg","genkAIjokyo","限界助教|ChatGPT/Claude/Geminiで論文作成と科研費申請","名残惜しいけど、ClaudeからGemini に乗り換え

愛着はあったけど、「Gemini2.0シリーズ 」の性能には抗えなかった…
特に長文作成と文脈理解は感動レベル

Claude、今までありがとう
そしてGemini、新しい相棒としてよろしく
https://t.co/qSk515hL14","","2024-12-31T02:27:05.000Z","https://x.com/genkAIjokyo/status/1873918769934065697"
"https://pbs.twimg.com/profile_images/1782802003078299648/q3bQeEyp_normal.jpg","cj_zZZz","Cj Z 🎯","Bolt .new Prompting Handbook:
🧵 https://t.co/GZhFLqnyIb","","2024-12-31T16:58:32.000Z","https://x.com/cj_zZZz/status/1874138077016535057"
"https://pbs.twimg.com/profile_images/1848061425085972480/IPWY7HY7_normal.jpg","momonosuke1020","もものすけ🍑🦖","｢22歳Iカップ彼氏なし
誰かもらってくれますか？✨｣

 #今年も残りわずかなので今年一番伸びた写真を貼る https://t.co/nUTwgJgidg","","2024-12-31T12:35:30.000Z","https://x.com/momonosuke1020/status/1874071884528324900"
"https://pbs.twimg.com/profile_images/1799072849690509312/nBbxd1YJ_normal.jpg","beamoriyurumo","べあもりゆるも🧸✖🧸","💥あけましておめでとうございます💥
着物買ったのに着方分からなかったので諦めました！！！！！！！！！！！！！
2025年もよろしくお願いします！！！！！！！！！ https://t.co/t1LDqnICEv","","2024-12-31T20:58:00.000Z","https://x.com/beamoriyurumo/status/1874198342084829215"
"https://pbs.twimg.com/profile_images/1873468169752387584/mksa3x0o_normal.jpg","lrdvile","Lrdvile","Cool malware me and @returNothing made in c++ https://t.co/LCx47FnEqm","","2024-12-30T19:36:05.000Z","https://x.com/lrdvile/status/1873815338032451764"
"https://pbs.twimg.com/profile_images/1491470156211834880/Br8oQGYr_normal.png","kunukunu","魔法少女くにゅくにゅ a.k.a. 椚座 淳介","SQLite、20年くらい前は1人ですべて作っていたと思うので、いまはメンテナーが3人もいるんだって感じがする。Lemon というSQLのパーサージェネレータ（bison/yacc に相当するもの）まで同じ人が作ってて、えっ、そこから作るんですかと思った記憶が。","","2024-12-30T15:41:35.000Z","https://x.com/kunukunu/status/1873756328109416631"
"https://pbs.twimg.com/profile_images/1683527188782432269/rne8h7-S_normal.jpg","quantscience_","Quant Science","""Where do I find trading strategies?""

Here's 15 of them.

All in Python.

All free: https://t.co/26h2RY1Zf0","","2024-12-31T17:01:39.000Z","https://x.com/quantscience_/status/1874138864903688312"
"https://pbs.twimg.com/profile_images/1846880148551045120/IkLrswuq_normal.jpg","shotovim","松濤Vimmer","自分もCS出身で情報の基礎知識は持っていたほうがいい前提でAI時代はこういう学び方もあるよのご紹介を。 Cursor というコードを書くツールがあるのですが、こちらの AI Agentを使うと、完全ノー知識でも「これ作りたい」だけ言えば開発、学習ができます。
以下に学び方手順挙げましたのでご参考までに","","2024-12-31T03:49:05.000Z","https://x.com/shotovim/status/1873939408514408484"
"https://pbs.twimg.com/profile_images/1855204667216510976/v5LNVkYo_normal.jpg","5mukx","Smukx.E","My Maldev works and practices 2024 Final: 

UAC Bypass cmstp: Win[10/11]: https://t.co/Amk1X0LZLZ

Lsass dump: https://t.co/MVishMoNzl

Process Herpaderping: https://t.co/B2jNDcQDK8

Keylogger using SetWindowsHookEx: https://t.co/nPoDWt7Lis

ShellExec using CertEnumSystemStore https://t.co/pIhNL89xcZ","My Maldev works and practices 2024 Final: 

UAC Bypass cmstp: Win[10/11]: https://t.co/MaHtFWaLPy

Lsass dump: https://t.co/OpVtQ72spz

Process Herpaderping: https://t.co/Me5VCNQDtj

Keylogger using SetWindowsHookEx: https://t.co/TUk3m5azyO

ShellExec using CertEnumSystemStore API: https://t.co/92LJbrklIU

Self Deletion Technique: https://t.co/1tpdaxDCvB

RegShell[Store and Execute Shellcode in Registry]:
https://t.co/eX9kRoqKL0

BSOD Using NtRaiseHardError: https://t.co/kaJlTwFrbU

Encryption Series: 

Khufu Encryption: https://t.co/bQraM0BvOe

Camellia cipher: https://t.co/W7FxvIN2vX","2024-12-31T07:18:44.000Z","https://x.com/5mukx/status/1873992168538595731"
"https://pbs.twimg.com/profile_images/1598214646867013632/jtCdYfHT_normal.jpg","onakapeko10","ペンギンの優しい世界-お腹すい汰＠","ちゃんぺんとママぺん漫画まとめ読み今年の厳選作品（1/5) https://t.co/kGpdXS4Pst","","2024-12-31T03:04:34.000Z","https://x.com/onakapeko10/status/1873928206459560354"
"https://pbs.twimg.com/profile_images/1683527188782432269/rne8h7-S_normal.jpg","quantscience_","Quant Science","12 Python libraries for free market data everyone should know: https://t.co/4nb8kdqBaX","","2024-12-31T13:24:26.000Z","https://x.com/quantscience_/status/1874084199440752945"
"https://pbs.twimg.com/profile_images/1782405426191216640/5opjCcsn_normal.jpg","3F9XXmF5o719520","ひよこ","👩｢二郎系行ったら女でバカにされて食べ物で遊んだようなの出された💢｣
↓
7万バズ
↓
公式が完全に否定
･店内カメラ確認と従業員ヒアリングをしたところ事実と異なることが判明
･全マシマシの注文だったため量を確認をしたが｢大丈夫｣と返答
･｢もっと盛って｣と要望があり規定量以上を提供 https://t.co/zumfacnBwS","","2024-12-31T13:28:17.000Z","https://x.com/3F9XXmF5o719520/status/1874085167486374053"
"https://pbs.twimg.com/profile_images/1491470156211834880/Br8oQGYr_normal.png","kunukunu","魔法少女くにゅくにゅ a.k.a. 椚座 淳介","奥村先生の「C言語による標準アルゴリズム事典」がなかったら、わたしこの仕事やってなかったと思います","","2024-12-31T06:45:50.000Z","https://x.com/kunukunu/status/1873983888957333849"
"https://pbs.twimg.com/profile_images/1012557911418028032/3LZG5PVr_normal.jpg","butayamabutako","ラーメン豚山","こちらの投稿について言及させて頂きます。","","2024-12-31T12:18:47.000Z","https://x.com/butayamabutako/status/1874067676026524106"
"https://pbs.twimg.com/profile_images/1012557911418028032/3LZG5PVr_normal.jpg","butayamabutako","ラーメン豚山","豚山荻窪店に関するご報告
このたびのSNS投稿によりご心配をおかけしお詫び申し上げます。従業員ヒアリングと店内カメラ確認の結果、投稿内容は事実と異なることが判明しましたのでご報告させていただきます。","","2024-12-31T12:27:12.000Z","https://x.com/butayamabutako/status/1874069797161624012"
"https://pbs.twimg.com/profile_images/1853019150668738560/vgaO6_JW_normal.jpg","hibiku_bot_","心に響く画像bot","https://t.co/G8JoWoqGwV","","2024-12-31T03:36:47.000Z","https://x.com/hibiku_bot_/status/1873936313378033799"
"https://pbs.twimg.com/profile_images/1869718881788383233/mwqLJg9l_normal.jpg","NSA_Employee39","a","Hey guys, as a thank you to all the new followers, I will be dropping 0days all this week until MyBB.

Here's a ACE vulnerability in 7zip.

https://t.co/FjvDD155Vo

(Can't access GitHb until I get home, sorry lol)

Offsets might need changing, slight modifications based on victim","Hey guys, as a thank you to all the new followers, I will be dropping 0days all this week until MyBB.

Here's a ACE vulnerability in 7zip.

https://t.co/VPgnHRZu1f

(Can't access GitHb until I get home, sorry lol)

Offsets might need changing, slight modifications based on victim system could be needed.

#0day #infosec 

DISCLAIMER: I AM NOT RESPONSIBLE FOR WHATEVER YOU CHOOSE TO DO. THE CODE PROVIDED IS FOR RESEARCH AND EDUCATIONAL PURPOSES ONLY. THIS PROJECT WAS INTENTED AS A CREATIVE WORK TO EXPLORE TECHNICAL CONCEPTS, NO HARM OR ILLEGAL ACTIVITY INTENDED.","2024-12-30T08:18:27.000Z","https://x.com/NSA_Employee39/status/1873644808998367272"
"https://pbs.twimg.com/profile_images/1517521509119635456/5PmWZSCK_normal.jpg","Gi7w0rm","Gi7w0rm","@NSA_Employee39 Author of 7zip claims this is fake.
Any comment? @NSA_Employee39 
https://t.co/y9dQzXHATX https://t.co/e68tTEZBIi","","2024-12-30T14:19:12.000Z","https://x.com/Gi7w0rm/status/1873735593362116778"
"https://pbs.twimg.com/profile_images/1855204667216510976/v5LNVkYo_normal.jpg","5mukx","Smukx.E","Red Teaming 101

* Using LNK Files for Initial Access: https://t.co/OviMW10C85
* Red Teaming 101: Bypass Mark of the Web (MotW) on Windows: https://t.co/Q6TtcBu2Zq
* Privilege Escalation on Windows Using LNK Files: https://t.co/FCAWdE9tsU https://t.co/gTzVphQgx3","","2024-12-30T16:39:00.000Z","https://x.com/5mukx/status/1873770775540621505"
"https://pbs.twimg.com/profile_images/1766487313373405184/YSJprqUU_normal.jpg","yasu_ko","やすこ/yasu_ko","8弦ギター買ったからポケモンダンス弾いてみた📛 https://t.co/wN4gYq7aCe","","2024-12-14T10:36:15.000Z","https://x.com/yasu_ko/status/1867881278575669264"
"https://pbs.twimg.com/profile_images/1215505874833141760/_bZhlriT_normal.jpg","tweetsoku1","ツイッター速報〜BreakingNews","アルゼンチンのGDP速報値、＋16.4％、願望だろと言われた予想を桁違いに大きく上回る https://t.co/pGwkmd23hz","","2024-12-31T02:49:00.000Z","https://x.com/tweetsoku1/status/1873924286395932872"
"https://pbs.twimg.com/profile_images/1822186309726638080/Nui4YQSA_normal.jpg","jenova_ai_","jenova.ai","@taishi_jade 私も全く同感です。AIの活用で個人の生産性は劇的に向上できますね。

ただ、重要なのはAIツールの選択です。私が jenova ai を開発した理由の1つも、ソロプレナーの方々が複数のAIツールを使い分ける手間を省くためでした。

例えば:
- コード書く時はClaude
- クリエイティブな作業はGPT
-","私も全く同感です。AIの活用で個人の生産性は劇的に向上できますね。

ただ、重要なのはAIツールの選択です。私が jenova ai を開発した理由の1つも、ソロプレナーの方々が複数のAIツールを使い分ける手間を省くためでした。

例えば:
- コード書く時はClaude
- クリエイティブな作業はGPT
- 分析系はGemini

これを1つのインターフェースで自動的に使い分けられる方が効率的ですよね。

実際、多くのソロプレナーの方々が、AIで業務を効率化して収益を上げられています。特に非エンジニアの方でも、適切なAIツールを活用すれば十分戦えます。","2024-12-31T00:39:55.000Z","https://x.com/jenova_ai_/status/1873891802027352402"
"https://pbs.twimg.com/profile_images/1443430921680478210/rRO0qkek_normal.jpg","taishi_jade","Taishi Yamasaki🚀ソロメイカー","AI使い倒せばソロプレナーになれる

非エンジニアでも収益化してる人増えてる

やり方間違えずに動き始めれば
初月からSaaSでサラリーマンくらいの収益は出せる https://t.co/e0vOONAx2U","","2024-12-30T23:49:15.000Z","https://x.com/taishi_jade/status/1873879050349133894"
"https://pbs.twimg.com/profile_images/1552894567326023680/BVhpcHQO_normal.jpg","Panda_Program","プログラミングをするパンダ","「実際にバグのあるソフトウェアがリリースされてしまっていますが、なぜコードレビュー、単体テスト、静的解析、その他の活動で発見されなかったのでしょうか？　リリース前にバグを発見する最善策とはどのようなものでしょうか？」
『探索的テストの考え方』の概要の一文","","2024-12-31T05:01:41.000Z","https://x.com/Panda_Program/status/1873957677547835492"
"https://pbs.twimg.com/profile_images/890397977813983234/SE-YtpHM_normal.jpg","kaityo256","ロボ太","「プログラミングが他の分野に比べて独学が比較的容易であるのは処理系があるためだ」という意見を見てなるほど、と思った。学習において重要なのは自分の理解が正しいかを確認し、間違っていたら修正するというループをいかに早く回すかなんだけど、処理系があるとそれがかなり早く回る。","","2024-12-30T14:48:36.000Z","https://x.com/kaityo256/status/1873742991808156059"
"https://pbs.twimg.com/profile_images/1404263067186188290/nnljDNSE_normal.jpg","_oribe1115","oribe","Dockerfileの塩漬けビリティ低い問題は修論で取り組んだんですよね
特定の時点のビルドで依存のどのバージョンが使われたかを自動記録しておけばカバーできるのでは？という提案をしました

オープンアクセスの論文はないけれど、手法の概要は公開してます
https://t.co/sbLyRUDuyp","","2024-12-31T00:48:02.000Z","https://x.com/_oribe1115/status/1873893845148328325"
"https://pbs.twimg.com/profile_images/652040869705461760/eIm1fxaM_normal.jpg","taroleo","Taro L. Saito","SQLを中心とするサービスを10年ほど開発してきた経験をもとに、50年前に設計されたSQLを言語設計から見直すという野心的な取り組みをしています。LLMに代表されるAIやDuckDBなど現代的な技術を活用して開発することで、比較的短期間でアイデアが動く形になってきました。インストールせずに、ウェブブ","SQLを中心とするサービスを10年ほど開発してきた経験をもとに、50年前に設計されたSQLを言語設計から見直すという野心的な取り組みをしています。LLMに代表されるAIやDuckDBなど現代的な技術を活用して開発することで、比較的短期間でアイデアが動く形になってきました。インストールせずに、ウェブブラウザだけでデータを処理したりもできるようになりました。

新しいクエリ言語であるWvletを活用すると、自ら複雑なSQLクエリを書かずとも、他の専門家が書いたクエリやデータパイプラインをクリックする、あるいは多少パラメータを指定するだけで使えるようになる世界が見えてきます。専門家にとっても、今まで書くのが困難だったSQLやその最適化がよりわかりやすい形で記述でき、数百以上のステップからなるデータパイプラインの管理もしやすくなります。

誰もがデータに触れ活用できるようになるまであと一歩。https://t.co/17nNDKcrve","2024-12-31T00:37:01.000Z","https://x.com/taroleo/status/1873891072029647100"
"https://pbs.twimg.com/profile_images/1810673461586739200/pkTG-TYh_normal.jpg","hayakawagomi","ハヤカワ五味","何より、超基本的な開発知識は義務教育でやらないので無論ないし、大学も美大でグラフィック専攻なのでもちろんやっておらず、多分多くのエンジニアはそういう人が存在すると理解してないのではと思っています。なので非エンジニア向けの基礎の基礎かつ最低限の情報が欲しいって話なんですね〜。","","2024-12-31T01:32:37.000Z","https://x.com/hayakawagomi/status/1873905062596272619"
"https://pbs.twimg.com/profile_images/1241437521365491712/9moAEJfs_normal.jpg","izutorishima","Torishima / INTP","SQLite、世界でもっとも多く使われているソフトウェアにも関わらずたった3人により保守され極めて堅牢に維持されているそうで、異次元だな…","","2024-12-30T10:43:45.000Z","https://x.com/izutorishima/status/1873681373963362643"
"https://pbs.twimg.com/profile_images/1831238410633379840/2q-rMENn_normal.jpg","AI_Studenttt","るるむ | 爆速AI開発","バカ高い固定費さらすの流行ってるけど、逆に貧乏学生・サラリーマンでも払えるAI開発に必要な固定費を教えます。

gemini→無料
github→無料
supabace→無料（2プロジェクトまでだけど小技あり）
lovable→3,000円（3000回使用できる）

合計:3,000円/月。","バカ高い固定費さらすの流行ってるけど、逆に貧乏学生・サラリーマンでも払えるAI開発に必要な固定費を教えます。

gemini→無料
github→無料
supabace→無料（2プロジェクトまでだけど小技あり）
lovable→3,000円（3000回使用できる）

合計:3,000円/月。 

初期は固定費なんて少ないほうがいい。イーロンマスクだってテスラの初期段階では他社の不要になった椅子とか机を安く譲り受けてたからね。

詳細はリプ","2024-12-31T05:41:40.000Z","https://x.com/AI_Studenttt/status/1873967738483556472"
"https://pbs.twimg.com/profile_images/1268261481318985729/oaM26n7B_normal.jpg","tricolorebicol1","さわぐち けいすけ","余命（1/4）【再掲】 https://t.co/MTknYzuMLr","","2024-12-31T00:55:32.000Z","https://x.com/tricolorebicol1/status/1873895731494608935"
"https://pbs.twimg.com/profile_images/1155076852244873216/LN61BdG9_normal.jpg","dokodemoikiru","社畜ミが強い。","時計業界はすでに「解決済み」のビジネスだ。これは、自分自身が時計工場を所有している人間の言葉だ。スマートウォッチが腕の半分を占め、その市場はAppleが支配している。業界はもはやApple Watch以上の機能も価値を提供することはできない。そして時計という意味に限定したとしても、セイコー以上の https://t.co/Ca1usW82pA","","2024-12-30T14:23:56.000Z","https://x.com/dokodemoikiru/status/1873736784506728501"
"https://pbs.twimg.com/profile_images/1781996242232635392/HTTxmfVd_normal.jpg","tiger_stmk","髙見龍@本音","こうして恥を意図的に晒すことで期待値の調整をしています。どうかすごい奴に見ないでください。だからってゴミみたいに使えない奴とも思わないでください。『良いことはたまに書くけど人間性は本気でクソ野郎』くらいで思っておいて下さい。ニュースに出たら「やっぱりやったか！」って思って欲しい。","","2024-12-29T20:35:57.000Z","https://x.com/tiger_stmk/status/1873468019663655296"
"https://pbs.twimg.com/profile_images/1781996242232635392/HTTxmfVd_normal.jpg","tiger_stmk","髙見龍@本音","残念ながら私のようにどうあがいても賢く見られてしまう人間もいますが、他人様が何をもって私を賢いと見なしているかはアテになりません。数学7点、いまだに忘れ物常習犯、書類仕事はできない、締切は守らない、たまに口は半開き、靴下には穴空いてた、ただの女好き。どう考えてもアホじゃん。","","2024-12-29T20:32:00.000Z","https://x.com/tiger_stmk/status/1873467022421721450"
"https://pbs.twimg.com/profile_images/1781996242232635392/HTTxmfVd_normal.jpg","","","","","2024-12-29T20:28:03.000Z","https://x.com/undefined/status/1873466031169278377"
"https://pbs.twimg.com/profile_images/1270713613968273418/DLYE5fi9_normal.jpg","inu_beer","inu_beer","知らん少年に出会って3秒で即乗りしてた犬 https://t.co/crklVq4E5f","","2024-12-31T00:36:23.000Z","https://x.com/inu_beer/status/1873890913145282946"
"https://pbs.twimg.com/profile_images/1869047602827939840/E9_amO9w_normal.jpg","shinkaron","規格外｜20年連続、億の営業利益","会話してると「その話、知ってますよ」的な感じで都度、割り込み、口を挟もうとする人間いるよな。あれも場を乱すわ。賢人アピールしたいのは分かるけど、良好な人間関係を保ちたいなら、あえて知らんふりで頷くのが鉄則よ。何度か聞かされてきた話が再び始まったら、初めて聞くふりをするのも当然。","","2024-12-30T22:00:06.000Z","https://x.com/shinkaron/status/1873851584763060628"
"https://pbs.twimg.com/profile_images/1821141056270020608/oMSCLrWE_normal.jpg","harukana_8","はるかな","最も友人知人にやってほしいアプリが「repov」というライフログ系アプリ👇

・行きたい場所のウィッシュリスト
　→マップ形式で見れる
・欲しいもののウィッシュリスト
　→おしゃれなひと欲しいものを覗ける
・漫画や映画の記録
　→回数のカウント&amp;都度記録可能

これがわたしの好きなSNSだなと思う https://t.co/TgOCuTwhx2","","2024-12-29T06:08:49.000Z","https://x.com/harukana_8/status/1873249797303615643"
"https://pbs.twimg.com/profile_images/1831238410633379840/2q-rMENn_normal.jpg","AI_Studenttt","るるむ | 爆速AI開発","なにこれすご。cursor使ってdifyとかgeminiとくっつけて自分用に「AI開発家庭教師」みたいなの作ろうかな。AI開発をめっちゃサポートしてくれるやつ。
最終的に画面操作するAIと組み合わせて自動でAI開発させたいな。","","2024-12-30T12:57:41.000Z","https://x.com/AI_Studenttt/status/1873715077586858258"
"https://pbs.twimg.com/profile_images/1821273070159712256/dZygitRp_normal.jpg","futababurlesque","ふたば🌱バーレスク東京","シズク/HUNTER × HUNTER

#C105_コスプレ https://t.co/gjqWIDcMbv","","2024-12-29T23:30:56.000Z","https://x.com/futababurlesque/status/1873512053010555264"
